,exp_name,AUC,accuracy,sensitivity,specificity,TP,FP,FN,PN
0,../result/cm_0_50/jsons/cm_0_50_4.json,0.7472910779957913,0.740573267933783,0.5993265993265994,0.7673443340322728,1246,2552,833,8417
0,../result/cm_0_50/jsons/cm_0_50_2.json,0.8053514247583474,0.7312955109226215,0.7117391304347827,0.7357065803667745,1637,2695,663,7502
0,../result/cm_0_50/jsons/cm_0_50_1.json,0.7425823573284812,0.7397450351227127,0.5619694397283531,0.7719172470299058,993,2227,774,7537
0,../result/cm_0_50/jsons/cm_0_50_0.json,0.7812829287295989,0.7584290756176316,0.6181569343065694,0.7860674157303371,1355,2380,837,8745
0,../result/cm_0_50/jsons/cm_0_50_3.json,0.7686671013421101,0.775083687686601,0.5818939845145921,0.8096863665457649,977,1784,702,7590
