,exp_name,AUC,accuracy,sensitivity,specificity,TP,FP,FN,PN
0,../result/ct_3_50/jsons/ct_3_50_3.json,0.9234209946053598,0.8119020869506008,0.864204236827811,0.8044062122922424,3182,5025,500,20666
0,../result/ct_3_50/jsons/ct_3_50_4.json,0.9281699874134828,0.8227959018603397,0.8738738738738738,0.8160954595707369,3007,4824,434,21407
0,../result/ct_3_50/jsons/ct_3_50_2.json,0.9003888294116845,0.8142093982918013,0.8124439126533054,0.8144208037825059,2716,5181,627,22737
0,../result/ct_3_50/jsons/ct_3_50_0.json,0.8970820831116715,0.8267071494042163,0.8047740835464621,0.832245102963335,5664,4676,1374,23198
0,../result/ct_3_50/jsons/ct_3_50_1.json,0.9259830400618336,0.8384220480951095,0.8389993585631815,0.8383540958852397,2616,4282,502,22208
