,exp_name,AUC,accuracy,sensitivity,specificity,TP,FP,FN,PN
0,../result/ct_3_100/jsons/ct_3_100_2.json,0.9678305094465252,0.8889670835865775,0.9075680526473228,0.8867397378035676,3034,3162,309,24756
0,../result/ct_3_100/jsons/ct_3_100_0.json,0.9465581991245751,0.8649747937671861,0.8839158851946576,0.8601922938939514,6221,3897,817,23977
0,../result/ct_3_100/jsons/ct_3_100_3.json,0.9664819627220096,0.8744084703639396,0.9217816404128191,0.867619010548441,3394,3401,288,22290
0,../result/ct_3_100/jsons/ct_3_100_4.json,0.9659441575741053,0.8775613372876786,0.9224062772449869,0.8716785482825664,3174,3366,267,22865
0,../result/ct_3_100/jsons/ct_3_100_1.json,0.956192601514217,0.8589232639827074,0.8989737010904426,0.8542091355228388,2803,3862,315,22628
