,exp_name,AUC,accuracy,sensitivity,specificity,TP,FP,FN,PN
0,../result/ct_0_75_10/jsons/ct_0_75_10_5.json,0.970212795730218,0.9094233113092566,0.8844492440604752,0.9127902744412899,1638,1198,214,12539
0,../result/ct_0_75_10/jsons/ct_0_75_10_2.json,0.964036952586571,0.8909103205735155,0.8850408850408851,0.8918706224915401,1840,1374,239,11333
0,../result/ct_0_75_10/jsons/ct_0_75_10_4.json,0.9631274471926168,0.9025650842266463,0.863849765258216,0.906635639235597,1288,1324,203,12857
0,../result/ct_0_75_10/jsons/ct_0_75_10_3.json,0.9385587286286821,0.9123600053973823,0.7333974975938402,0.925850685627222,762,1022,277,12761
0,../result/ct_0_75_10/jsons/ct_0_75_10_8.json,0.9659346549375332,0.8876464323748668,0.9013157894736842,0.8857575757575757,1644,1508,180,11692
0,../result/ct_0_75_10/jsons/ct_0_75_10_9.json,0.9691519585070129,0.8897460404150738,0.9313543599257885,0.8845829176578928,1506,1504,111,11527
0,../result/ct_0_75_10/jsons/ct_0_75_10_7.json,0.9723286755983254,0.9343541852640252,0.8441479684657368,0.9458726962985907,1392,699,257,12215
0,../result/ct_0_75_10/jsons/ct_0_75_10_6.json,0.9679152094841471,0.8988521269412559,0.9006394490900148,0.8985677389058464,1831,1296,202,11481
0,../result/ct_0_75_10/jsons/ct_0_75_10_1.json,0.9516426005193221,0.8777581120943952,0.8822301729278473,0.8766548984995587,2959,1677,395,11919
0,../result/ct_0_75_10/jsons/ct_0_75_10_0.json,0.948733370580374,0.8850350740452065,0.8444625407166124,0.8955035719288416,3111,1492,573,12786
