,exp_name,AUC,accuracy,sensitivity,specificity,TP,FP,FN,PN
0,../result/ct_0_75_10/jsons/ct_0_75_10_5.json,0.788696967963838,0.7559402579769179,0.6432160804020101,0.7735478806907379,512,1154,284,3942
0,../result/ct_0_75_10/jsons/ct_0_75_10_2.json,0.7559681703446512,0.7801983705278073,0.5519013360739979,0.8277337898566232,537,805,436,3868
0,../result/ct_0_75_10/jsons/ct_0_75_10_4.json,0.808050713356163,0.7551854655563967,0.6888297872340425,0.774750049009998,1036,1149,468,3952
0,../result/ct_0_75_10/jsons/ct_0_75_10_3.json,0.7257606770875852,0.8130841121495327,0.45843828715365237,0.8683952072284423,364,670,430,4421
0,../result/ct_0_75_10/jsons/ct_0_75_10_8.json,0.7115451547091105,0.7463644140290847,0.5574387947269304,0.7800739247311828,592,1309,470,4643
0,../result/ct_0_75_10/jsons/ct_0_75_10_9.json,0.7690673734866842,0.7240636393768645,0.6607669616519174,0.7368945585010963,672,1320,345,3697
0,../result/ct_0_75_10/jsons/ct_0_75_10_7.json,0.8003738678287907,0.8104061388732922,0.6068883610451307,0.848478115974228,511,682,331,3819
0,../result/ct_0_75_10/jsons/ct_0_75_10_6.json,0.7395904970724749,0.7982486865148861,0.4994026284348865,0.8495793145906013,418,733,419,4140
0,../result/ct_0_75_10/jsons/ct_0_75_10_1.json,0.801954893451546,0.7098098859315589,0.7367475292003594,0.7043207616257781,820,1615,293,3847
0,../result/ct_0_75_10/jsons/ct_0_75_10_0.json,0.7238326702264035,0.7831504004746366,0.5162187210379982,0.8340102419212432,557,940,522,4723
