,exp_name,AUC,accuracy,sensitivity,specificity,TP,FP,FN,PN
0,../result/ct_0_25/jsons/ct_0_25_3.json,0.789017098095387,0.7203474169908622,0.711733174508636,0.7218903349690634,1195,2607,484,6767
0,../result/ct_0_25/jsons/ct_0_25_1.json,0.7746510923209359,0.7307258693955424,0.6604414261460102,0.7434453092994674,1167,2505,600,7259
0,../result/ct_0_25/jsons/ct_0_25_4.json,0.7721923794947771,0.7646382587369712,0.6012506012506013,0.7956057981584466,1250,2242,829,8727
0,../result/ct_0_25/jsons/ct_0_25_0.json,0.7945167309111787,0.7699181497334234,0.6304744525547445,0.7973932584269663,1382,2254,810,8871
0,../result/ct_0_25/jsons/ct_0_25_2.json,0.7735322622595734,0.7549811954869169,0.5926086956521739,0.7916053741296459,1363,2125,937,8072
