,exp_name,AUC,accuracy,sensitivity,specificity,TP,FP,FN,PN
0,../result/ct_0_25_10/jsons/ct_0_25_10_4.json,0.9220802567325538,0.8437978560490046,0.818242790073776,0.8464847330935759,1220,2177,271,12004
0,../result/ct_0_25_10/jsons/ct_0_25_10_2.json,0.9482224388181734,0.8681184904639524,0.8667628667628667,0.8683402848823483,1802,1673,277,11034
0,../result/ct_0_25_10/jsons/ct_0_25_10_5.json,0.9301773984309689,0.8926165886201809,0.7683585313174947,0.9093688578292204,1423,1245,429,12492
0,../result/ct_0_25_10/jsons/ct_0_25_10_8.json,0.9325140176435408,0.8955670926517572,0.8053728070175439,0.9080303030303031,1469,1214,355,11986
0,../result/ct_0_25_10/jsons/ct_0_25_10_9.json,0.927034135383456,0.882987438558165,0.8076685219542362,0.8923336658736858,1306,1403,311,11628
0,../result/ct_0_25_10/jsons/ct_0_25_10_6.json,0.9328807901217915,0.8655638082376772,0.8283325135268077,0.8714878296939814,1684,1642,349,11135
0,../result/ct_0_25_10/jsons/ct_0_25_10_3.json,0.911427064501841,0.8655377142086088,0.7728585178055823,0.8725241239207719,803,1757,236,12026
0,../result/ct_0_25_10/jsons/ct_0_25_10_7.json,0.9241167229062945,0.8599189727391334,0.8247422680412371,0.8644107170512622,1360,1751,289,11163
0,../result/ct_0_25_10/jsons/ct_0_25_10_1.json,0.9159201476880413,0.847433628318584,0.8240906380441264,0.8531921153280376,2764,1996,590,11600
0,../result/ct_0_25_10/jsons/ct_0_25_10_0.json,0.9168709436429003,0.8619864157666184,0.8040173724212812,0.876943549516739,2962,1757,722,12521
